arrival,elevation
Purvis,118
Guntown,122
Saltillo,98
Tupelo,85
Verona,99
Columbus,66
Canton,71
Madison,103
Aberdeen,73
Flowood,82
Pearl,84
Richland,81
Mendenhall,102
Wiggins,80
Senatobia,88
Tishomingo,156
Vicksburg,82
Greenville,40
Louisville,174
Yazoo City,34
Strafford,454
Lone Jack,310
Raytown,309
Warrensburg,263
Aurora,427
Wentzville,190
Kimberling City,290
Warrenton,252
Marshfield,455
Hartville,363
Browning,1334
Inverness,1005
Lincoln,1384
Woodmont,12
Brownville,292
Nemaha,278
Madison Heights,193
Milford,288
Gaylord,411
Henderson,569
Barton Hills,287
Harper Woods,179
Livonia,206
Big Stone Township,344
Carlin,1495
Stark Township,307
Stately Township,341
Elko,1544
Watertown,295
Wells,1716
West Wendover,1360
Caliente,1343
Lovelock,1213
Sparks,1345
Ely,1962
Alton,171
Two Harbors,205
Naytahwaush,453
Southaven,94
Pascagoula,3
Abbeville,113
Smithville,80
Ruleville,41
Blue Springs,297
Nashua,46
Branson West,417
Acworth,454
Grantham,289
Oak Valley,26
Lahore,217
Whitehouse Station,53
Princeton Township,61
Rossmoor,40
Society Hill,29
Whittingham,49
Woodbridge Township,18
Morganville,58
Allenwood,10
Paterson,34
Byram Township,321
Beattystown,195
Pohatcong Township,77
Raton,2036
Springer,1767
Clovis,1301
Melrose,1345
Fort Sumner,1229
Anthony,1159
Hatch,1237
Mesilla,1183
Santa Teresa,1156
Silver City,1797
Santa Rosa,1407
Lordsburg,1295
Ruidoso,2109
Tucumcari,1247
Dulce,2066
Aztec,1721
Ojo Amarillo,1649
Las Vegas,1958
Santo Domingo Pueblo,1581
Lamy,1976
Truth or Consequences,1294
Clayton,1541
Los Lunas,1480
Bethlehem,60
Medusa,245
Ravena,70
Belfast,551
Ischua,458
Limestone,430
Auburn,209
Fair Haven,87
Sterling,105
Guilford,415
Clinton,356
Colchester,728
Beacon,42
Millerton,216
Wappingers Falls,47
Washington,185
Akron,226
Clarence,224
Depew,205
Lackawanna,190
Sardinia,545
Sloan,187
Springville,405
Wales,407
Williamsville,206
Keene,414
Minerva,457
North Elba,594
Ticonderoga,202
Bellmont,505
Brandon,417
Gloversville,250
Northville,246
Arietta,732
Long Lake,581
Speculator,530
Ohio,646
Webb,528
West Winfield,363
Carthage,234
La Fargeville,115
Orleans,116
Dansville,215
Oneida,131
Fort Johnson,94
Hagaman,219
Atlantic Beach,5
Baxter Estates,12
Bayville,12
Bellerose,26
Bethpage,32
Brookville,72
Cedarhurst,8
Centre Island,10
Cove Neck,7
East Hills,57
East Rockaway,3
East Williston,36
Farmingdale,21
Floral Park,28
Flower Hill,51
Freeport,6
Glen Cove,7
Great Neck Estates,25
Hewlett Bay Park,3
Hewlett Harbor,3
Hewlett Neck,2
Island Park,0
Kensington,39
Kings Point,8
Lake Success,62
Lattingtown,19
Laurel Hollow,73
Lawrence,6
Long Beach,0
Lynbrook,6
Malverne,11
Manorhaven,5
Massapequa Park,7
Matinecock,27
Mill Neck,43
Munsey Park,48
Muttontown,87
New Hyde Park,32
North Hempstead,31
North Hills,66
Old Brookville,29
Old Westbury,50
Oyster Bay Cove,18
Plandome,22
Plandome Heights,27
Plandome Manor,11
Port Washington,30
Port Washington North,8
Rockville Centre,9
Roslyn Estates,70
Roslyn Harbor,33
Russell Gardens,40
Saddle Rock,24
Salisbury,33
Sands Point,13
Sea Cliff,57
South Floral Park,21
Stewart Manor,26
Syosset,66
Thomaston,60
Upper Brookville,48
Valley Stream,5
Westbury,31
Williston Park,37
Woodsburgh,2
Barker,100
Cambria,162
Hartland,110
Niagara,190
Niagara Falls,187
North Tonawanda,175
Pendleton,181
Porter,93
Rapids,180
Royalton,196
Wheatfield,176
Youngstown,90
Paris,396
Rome,139
Verona,136
Whitesboro,129
Pompey,444
Farmington,176
Balmville,66
Crawford,148
Gardnertown,125
Greenwood Lake,192
Highlands,310
Kiryas Joel,257
Mount Hope,225
Port Jervis,122
Tuxedo,146
Tuxedo Park,124
Wawayanda,170
Holley,165
Phoenix,113
Cooperstown,374
Worcester,689
Carmel,197
Kent,186
Putnam Valley,172
Southeast,103
Castleton-on-Hudson,46
East Nassau,174
Schodack,94
Airmont,178
Chestnut Ridge,126
Clarkstown,32
Montebello,97
Nyack,22
Orangetown,29
Piermont,29
Ramapo,113
Sloatsburg,105
South Nyack,22
Thiells,84
Upper Nyack,58
Ballston,123
Ballston Spa,96
Charlton,202
Day,266
Edinburg,352
Greenfield,180
Hadley,481
Halfmoon,86
Malta,99
Mechanicville,31
Moreau,106
Northumberland,86
Providence,444
Round Lake,50
Saratoga,134
Schuylerville,39
South Glens Falls,105
Wilton,99
Carlisle,385
Fulton,350
Hector,546
Parishville,336
Wheeler,496
Amagansett,9
Amityville,6
Aquebogue,12
Asharoken,4
Baiting Hollow,32
Belle Terre,49
Bellport,8
Brightwaters,7
Commack,40
Coram,29
Cutchogue,9
Dering Harbor,2
East Marion,10
Greenport,3
Head of the Harbor,37
Huntington Bay,5
Islandia,20
Jamesport,5
Lake Grove,36
Laurel,6
Lindenhurst,9
Lloyd Harbor,42
Mastic Beach,2
Mattituck,4
Montauk,10
Napeague,2
New Suffolk,8
Nissequogue,26
North Haven,6
Northport,0
Northwest Harbor,24
Ocean Beach,1
Old Field,2
Patchogue,6
Poquott,20
Quiogue,7
Quogue,5
Sag Harbor,8
Sagaponack,7
Selden,27
Shoreham,20
Springs,3
Village of the Branch,19
Wainscott,7
West Hampton Dunes,2
Westhampton Beach,2
Wheatley Heights,31
Wyandanch,17
Waverly,248
Esopus,198
Malden,30
Olive,215
Bolton,231
Chester,334
Glens Falls,105
Hague,424
Horicon,245
Johnsburg,697
Lake Luzerne,363
Stony Creek,737
Thurman,716
West Glens Falls,116
Easton,167
Hampton,193
Hartford,70
Hebron,242
Hudson Falls,90
Jackson,169
Kingsbury,83
Putnam,266
White Creek,391
Ontario,115
Savannah,120
Bronxville,28
Buchanan,12
Cortlandt,97
Greenburgh,52
Mount Vernon,33
New Rochelle,26
North Salem,103
Peekskill,39
Somers,116
Yorktown,140
Starkey,348
Asheville,650
Besalú,151
Rich Square,22
Hettinger,835
Valley City,371
Bowman,903
Regan,619
Casselton,284
Fargo,276
Crosby,598
Elgin,717
Ashley,613
Wahpeton,294
Ashland,325
Geneva,205
Wapakoneta,272
St. Clairsville,388
New Miami,181
Oxford,283
Trenton,198
Carrollton,341
Malvern,303
East Liverpool,234
Hanoverton,344
Leetonia,310
Lisbon,295
New Waterford,319
Rogers,313
Salem,374
Salineville,274
Summitville,338
Brooklyn Heights,234
Moreland Hills,317
Oakwood,319
Amanda,281
Gahanna,242
Cheshire,173
Hattiesburg,52
Cambridge,253
The Village of Indian Hill,171
Findlay,237
Amsterdam,285
Bergholz,282
Bloomingdale,385
Dillonvale,224
Empire,208
Irondale,216
Mingo Junction,243
Mount Pleasant,378
New Alexandria,373
Rayland,207
Richmond,379
Steubenville,320
Stratton,201
Tiltonsville,204
Toronto,214
Kirtland,260
Ironton,168
Elyria,218
Lorain,186
North Ridgeville,222
Oberlin,248
Sylvania,202
Beloit,344
Boardman Township,322
Campbell,314
Canfield,349
Craig Beach,292
Lowellville,250
New Middletown,382
Sebring,335
Struthers,307
Marion,299
Medina,333
Coldwater,277
Antioch,326
Antwerp,222
Brady Lake,328
Hiram,382
Mansfield,378
Chillicothe,190
Portsmouth,162
Canton,323
Louisville,348
Massillon,289
North Canton,354
Akron,306
Barberton,297
Cuyahoga Falls,312
Stow,333
Howland Township,265
Lordstown,290
Orangeville,280
Warren,272
Lebanon,234
Marietta,187
Apple Creek,318
Wooster,304
Atoka,177
Boise City,1270
Keyes,1202
Wilburton,201
Cardin,247
Hardesty,886
Hooker,910
Optima,921
Tyrone,890
Glenpool,215
Coweta,202
Freedom,466
Canby,46
Estacada,129
West Linn,32
Bend,1104
Redmond,938
Burns,1264
Medford,421
Phoenix,470
Ontario,655
Woodburn,60
Maywood Park,23
Troutdale,9
Wood Village,27
Hebo,11
The Dalles,33
Cornelius,54
McMinnville,47
Yamhill,55
Bethel Park,365
Reading,93
Johnstown,348
Millbourne,39
Chambersburg,192
Scranton,227
Mifflin Township,360
Kane,674
Hatboro,68
Milford,152
Pottsville,200
Selinsgrove,135
Monongahela,230
Honesdale,299
Starrucca,399
South Kingstown,30
Beaufort,3
Bluffton,6
Hilton Head Island,3
Cheraw,51
McBee,146
Florence,42
Hardeeville,7
Huron,390
Eureka,575
Camden,137
Ashland City,130
Belle Meade,170
Dickson,245
Gallaway,86
Rossville,95
Pulaski,213
Blaine,316
Rutledge,310
Sneedville,357
Bulls Gap,360
Church Hill,371
Mount Carmel,416
Rogersville,400
Surgoinsville,342
Centerville,190
Dandridge,304
Jefferson City,354
New Market,327
Athens,262
Selmer,137
Samburg,87
Union City,103
Rockwood,272
Eagleville,235
Murfreesboro,186
Smyrna,166
Bartlett,90
Germantown,115
Bristol,511
Gallatin,164
Hendersonville,147
Erwin,510
Jonesborough,527
Brentwood,227
Fairview,251
Nolensville,190
Thompson's Station,244
Lebanon,161
Palestine,147
Andrews,968
Muleshoe,1156
Harker Heights,233
Salado,183
Meridian,232
Texarkana,91
Alpine,1364
Silverton,999
Lockhart,157
Brownsville,10
Laguna Heights,3
San Benito,11
Atlanta,79
Dimmitt,1181
Morton,1146
Allen,201
McKinney,192
Murphy,177
Princeton,175
Crane,785
DeSoto,203
Highland Park,161
Irving,147
University Park,167
Hackberry,168
Cisco,498
Anthony,1160
Milford,188
Stephenville,388
Lott,159
Marlin,119
Rosebud,121
Tiki Island,0
Post,794
Denison,222
Sherman,224
Pasadena,9
Taylor Lake Village,1
Marshall,126
Wimberley,262
Alamo,30
Alton,49
César Chávez,26
Citrus City,66
Cuevitas,43
Doffing,59
Donna,28
Doolittle,26
Edcouch,18
Edinburg,29
Elsa,20
Faysville,26
Granjeno,33
Havana,48
Heidelberg,18
Hidalgo,31
Indian Hills,20
La Blanca,21
La Homa,50
La Joya,53
La Villa,16
Laguna Seca,32
Llano Grande,22
Lopezville,32
Los Ebanos,43
McAllen,37
Mercedes,21
Midway North,24
Midway South,24
Milla Doce,18
Mission,43
Monte Alto,16
Muniz,27
North Alamo,30
Murillo,29
Olivarez,20
Palmhurst,49
Palmview,45
Palmview South,41
Pharr,34
Progreso,21
Progreso Lakes,23
Relampago,21
San Carlos,23
San Juan,32
Scissors,24
South Alamo,29
Sullivan City,61
Villa Verde,23
Weslaco,24
West Sharyland,52
Abbott,217
Big Spring,744
Orange Grove,59
Alvarado,233
Terrell,155
Ingram,528
Shiner,109
Cleveland,45
Liberty,9
Mexia,159
Llano,313
Madisonville,76
Waco,143
Colorado City,630
Bowie,344
Matador,726
Corsicana,135
Bishop,18
Carthage,95
Farwell,1263
Iraan,677
Marfa,1428
Bremond,140
Calvert,100
Hearne,90
Sinton,15
Tenaha,106
Tyler,165
Glen Rose,189
La Grulla,43
Rio Grande City,53
Tulia,1062
Everman,204
Kennedale,192
White Settlement,203
Lago Vista,236
Lakeway,251
Del Rio,305
Van,149
Victoria,29
Huntsville,113
New Waverly,108
Prairie View,82
Laredo,137
Raymondville,9
Liberty Hill,310
Crystal City,170
Logan,1382
Atlantic Highlands,81
Moab,1227
Enoch,1690
Orderville,1661
Bluffdale,1352
South Salt Lake,1297
West Jordan,1333
West Valley City,1312
Blanding,1861
Navajo Mountain,1836
Vernal,1624
Alpine,1509
Lehi,1391
Heber City,1708
Enterprise,1621
Essex Junction,105
South Burlington,100
Williston,184
Craftsbury,272
Chittenden,456
Bellows Falls,95
Low Moor,342
Madison Heights,230
Appomattox,259
Berryville,180
Boyce,182
Annandale,110
Burke,78
Dunn Loring,133
McLean,87
Oakton,126
Dumbarton,61
East Highland Park,61
Glen Allen,63
Highland Springs,52
Lakeside,54
Laurel,74
Montrose,49
Wyndham,76
Ewing,429
Sitges,10
Woodbridge,23
Lebanon,628
Hatton,327
Lind,417
Ritzville,554
Washtucna,313
Benton City,152
West Richland,126
Wenatchee,237
Battle Ground,90
Yacolt,217
Dayton,506
Starbuck,192
Kalama,12
Bridgeport,259
Mansfield,692
Rock Island,196
Waterville,800
Connell,258
Coulee City,484
Electric City,503
George,374
Hartline,583
Mattawa,234
Royal City,324
Soap Lake,337
Warden,397
Wilson Creek,390
Aberdeen,7
Cosmopolis,8
Hoquiam,6
Coupeville,23
Langley,0
Port Townsend,40
Bellevue,26
Black Diamond,199
Covington,116
Maple Valley,105
Renton,14
Woodinville,12
Bingen,40
Goldendale,499
White Salmon,190
Centralia,57
Almira,585
Creston,744
Davenport,724
Harrington,654
Odessa,472
Reardan,766
Sprague,580
Wilbur,662
Brewster,248
Conconully,702
Elmer City,334
Nespelem,561
North Omak,415
Okanogan,256
Omak,257
Oroville,286
Pateros,245
Riverside,264
Tonasket,280
Twisp,499
Ilwaco,7
Long Beach,3
Raymond,4
South Bend,17
Cusick,626
Ione,637
Metaline,616
Metaline Falls,637
Newport,653
Orting,58
Tacoma,74
Friday Harbor,17
Hamilton,29
La Conner,17
Lyman,30
North Bonneville,20
Stevenson,63
Edmonds,20
Marysville,6
Mukilteo,0
Stanwood,2
Spokane,562
Kettle Falls,497
Marcus,424
Northport,416
Springdale,627
Cathlamet,24
East Cathlamet,122
Walla Walla,287
Blaine,16
Colton,781
Endicott,528
Farmington,805
La Crosse,451
Lamont,596
Malden,652
Oakesdale,751
Rosalia,682
St. John,598
Tekoa,772
Uniontown,787
Harrah,254
Moxee,324
Naches,449
Tieton,586
Zillah,250
Martinsburg,138
Madison,214
Bethany,258
Follansbee,204
Oak Hill,614
Capon Bridge,241
Romney,250
Chester,215
New Cumberland,220
Bridgeport,311
Clarksburg,303
Bolivar,152
Charles Town,164
Shepherdstown,122
Sissonville,190
Weston,311
Welch,403
Bluefield,796
Richwood,672
Summersville,573
Marlinton,648
Kingwood,553
Shady Spring,822
Parkersburg,187
Chippewa,461
Anson,301
Eagle Point,342
Vermont,288
Lake Nebagamon,351
Kenosha,184
La Crosse,204
Brown Deer,211
Wauwatosa,205
West Allis,222
Whitefish Bay,198
Eau Pleine,355
Mount Pleasant,218
Richland Center,222
Oostburg,213
Gilman,373
Elkhorn,314
Summit,263
Town of Grand Rapids,317
Laramie,2184
Fort Laramie,1292
Torrington,1251
Yoder,1298
Afton,1902
Kemmerer,2118
Powder River,1743
Red Deer,855
Harbin,150
Cáceres,459
Santa Cruz de Tenerife,3718
Hadsten,18
Silkeborg,31
Hefei,37
Aranjuez,495
Frederikshavn,7
Anápolis,1017
Barretos,530
Kragujevac,173
Valkenburg,0
Bridgeport,1970
Leonding,289
Bethel,147
Valpovo,91
Osijek,94
Vukovar,108
Vinkovci,90
Slavonski Brod,92
Požega,311
Đakovo,111
Virovitica,122
Sisak,98
České Budějovice,381
Bregenz,427
Danbury,121
Darien,16
Rijsbergen,8
Zwingle,274
Sioux City,366
Shreveport,46
Indian Township,68
Pleasant Point,16
Jessup,66
Calverton,84
Midland,212
Union City,276
Clare,255
Otter Lake,266
Traverse City,191
Cement City,322
Grosse Pointe Shores,177
Richmond,223
Milan,214
Northville,253
Chanhassen,295
Lake City,210
Bogue Chitto,148
Baldwyn,123
Union,147
Mosquero,1704
Saranac Lake,471
Dolgeville,241
Hickory,362
Enderlin,326
College Corner,299
Middletown,200
Monroe,254
Minerva,322
Loveland,182
Columbiana,353
Dublin,253
Fostoria,238
Adena,263
Alliance,353
Purcell,335
Tulsa,194
Bixby,183
Milwaukie,13
Ellwood City,269
North Charleston,6
Blythewood,152
Johnson City,498
Goodlettsville,146
Ridgetop,273
Morristown,397
White Pine,350
Kingsport,369
Spring Hill,229
White House,263
Pearland,15
San Marcos,188
Texas City,3
Richardson,192
Grand Prairie,157
Mesquite,151
Odessa,884
Mansfield,184
League City,6
Longview,113
Stamford,492
Corpus Christi,2
Saltville,526
Coulee Dam,349
Auburn,25
Enumclaw,232
Weirton,230
Nitro,181
Wheeling,209
Abbotsford,429
Kyrenia,0
Crows Nest,236
Indian Island,44
Ribagorça,780
Kuching,8
Kwidzyn,42
Kartuzy,42
Kościerzyna,150
Zamość,212
Świdnica,250
IJsbrechtum,0
Quetzaltenango,2
Xalapa,1417
Isla del Coco,0
Nuenen,16
Kalaburagi,454
Oviedo,232
Harrachov,665
Brampton,218
Mississauga,156
Gomel,138
Grodno,137
Mogilev,192
Ostrołęka,92
Šabac,83
Las Palmas de Gran Canaria,8
Sankt Pölten,267
Melk,213
Villach,501
Jaipur,431
Hubli,671
Aagtdorp,2
Bergen aan Zee,8
Bregtdorp,2
Camperduin,2
Catrijp,2
Egmond aan den Hoef,3
Egmond aan Zee,10
Egmond-Binnen,3
Schoorldam,2
Groet,4
Hargen,4
Schoorl,2
Dornbirn,437
Hohenems,432
Bludenz,588
Santander,15
Jūrmala,6
Chengdu,500
Aceh,125
Kaunas,48
Chongqing,244
IJzevoorde,14
Stratford,310
Podgorica,40
Porto Alegre,10
Claddagh,85
Hurdegaryp,0
Pala,31
Luxor,89
Puebla,2135
Subotica,109
Nainital,2084
Saskatoon,481
Cornwall,64
Guelph,334
Ajax,90
Aurora,304
Barrie,252
Brantford,248
Burlington,74
Cambridge,329
Chatham-Kent,198
Dryden,412
Kenora,409
Patiala,257
Markham,200
Thrissur,39
Oakville,173
Shenyang,55
Aguascalientes,1888
Orillia,219
Oshawa,106
Tralee,37
Mallow,74
Athlone,56
Judenburg,737
Braunau am Inn,352
Gwalior,247
Málaga,11
Ulundi,540
Awdal,2
[[Nugaal]],1
Gedo,914
Cēsis,119
Madurai,134
Coimbatore,427
Tiruchirappalli,81
Darjeeling,2045
Taupō,360
Horn,311
Saguenay,166
Świnoujście,5
Hampton Roads,0
Villahermosa,20
Carolina,16
Weustenrade,134
Morelia,1920
Morelos,1
Grand Centre,541
Sprundel,11
Matamoros,9
Kunming,1892
Florenceville-Bristol,150
Prince George,575
Casey Station,32
Davis Station,27
Mawson Station,15
Jēkabpils,77
Viesīte,110
Kirkuk,350
Tlaxcala,2239
Al-Najaf,60
Braintree,27
Taif,1879
Changsha,63
Breskens,2
IJmuiden,1
Pahiatua,103
Luang Prabang,305
Khon Kaen,187
Palembang,8
Lumbini,150
Hakodate,15
Dunhuang,1142
Rēzekne,158
Khorat Plateau,200
Weyburn,561
Port Said,6
Gandhinagar,81
Elche,86
Point Roberts,0
Ahmedabad,69
Laval,91
Sandvika,12
Oswego,87
McMurdo Station,10
Phuthaditjhaba,1646
Quito,2850
Aibonito,731
Bogotá,2640
Al-ʿAin,292
Surabaya,5
Lake Louise,1600
Nieuw-Dijk,12
Iași,60
Thurles,99
Guayaquil,4
Green Bay,177
León,1815
Pančevo,77
Arecibo,7
Bahawalpur,118
San José,1172
Cartago,917
Pilani,279
Cholula,2150
St. Catharines,97
Amundsen–Scott Station,2835
Kelowna,344
Thunder Bay,199
Abbotsford,38
Timmins,294
Woodstock,300
Stratford,345
Richmond Hill,233
Tirumala,976
Isfahan,1574
Camrose,740
Whitby,91
Pickering,83
Peterborough,195
Clarington,106
St. Thomas,209
Ciudad Victoria,316
Tampico,10
Ciudad Madero,8
Durango,1
Lerdo,1130
Carinthia (Slovenia),400
Puttaparthi,475
Kaposvár,153
Niterói,0
Taxila,549
Inuvik,15
Terezín,150
Dundaga,63
Calahorra,358
Navalsaz,1007
Arnedo,550
Chiang Mai,310
Dénia,22
Wainwright,675
Ciudad Acuña,271
Aracaju,4
Santiago de Cuba,82
Miskolc,131
Tulita,101
Viljandi,83
Phuket,529
Fernie,1010
Cheb,459
Province of Mendoza,875
Lhasa,3656
Salem,278
Wels,317
Mollerussa,250
Stonařov,580
Jihlava,525
Opava,257
Łomża,95
Medicine Hat,690
Kaifeng,75
Třešť,545
Kutná Hora,254
Liberec,374
Tábor,437
Teplice,228
Hradec Králové,235
Chomutov,340
Žatec,233
Livorno,3
Biliran,1
Welland,175
Trois-Rivières,61
Jičín,287
Truro,19
Kentville,31
Augusta,45
Changanassery,11
Brandon,409
Kapuskasing,217
Milton,195
Znojmo,290
Ústí nad Labem,218
Niagara-on-the-Lake,82
Port Colborne,175
Thorold,162
Ingersoll,280
Niš,195
Ningbo,150
Jinan,23
Changchun,222
Santos,2
Grecia,999
Yorkton,500
Reichenau,604
Durham Region,91
Ansonia,25
Sriharikota,1
Ilha de Itamaracá,30
Shelton,19
Stamford,7
Trumbull,81
Westport,8
Windsor Locks,48
Torrington,165
East Haven,9
Meriden,54
Naugatuck,63
Orange,65
Waterbury,82
West Haven,10
Framingham,50
Wakefield,30
Hull,15
Plymouth Township,240
Lewiston,130
Wilson,105
Harrison,21
McCandless,312
Srirangapatna,679
Olinda,16
Paulista,13
Caruaru,545
Houlton,119
Williamstown,194
Bridgewater,32
Bloomfield Township,260
West Bloomfield Township,300
Bolivar,486
Franklinville,485
Franklinville,607
Salamanca,421
Sherman,469
Norwich,447
Norwich,309
Plattsburgh,84
Kinderhook,73
Marathon,406
Walton,368
Fishkill,80
Poughkeepsie,70
Alden,263
Hamburg,250
Lancaster,205
North Collins,252
Orchard Park,263
Tonawanda,174
Tonawanda,188
West Seneca,196
Johnstown,205
Mayfield,255
Elba,232
Adams,187
Watertown,142
Turin,385
Amsterdam,110
Canajoharie,93
Lockport,192
Lockport,187
Manlius,204
Goshen,130
New Windsor,156
Newburgh,129
Oswego,104
Schaghticoke,115
Stony Point,86
Corinth,186
Galway,253
Stillwater,28
Waterford,21
Cobleskill,281
Lodi,354
Canton,115
Massena,61
Potsdam,129
Potsdam,132
Babylon,2
Babylon,2
East Hampton,8
Islip,2
Riverhead,4
Riverhead,4
Shelter Island,17
Smithtown,32
Southampton,8
Southampton,8
Southold,7
Southold,0
Newark Valley,295
Granville,199
Macedon,149
Ossining,49
Pike,471
Stockbridge,235
Madison,258
Fond du Lac,232
Hazel Green,253
Peshtigo,181
Durand,219
Pepin,220
Almond,352
Baraboo,268
Oconomowoc,251
Plainfield,338
Leibnitz,275
Hohhot,1065
Zamora,652
Dalen,13
Huntly,15
Brookhaven,24
Mexicali,8
Karagandy,546
Zhuhai,36
Arad County,1486
Clear Lake,161
León,109
Ruse,45
Ahmednagar,649
100 Mile House,1059
Wezep,4
Mellieħa,150
Buñol,441
Jeddah,12
Čačak,242
Gjakova,375
Jagodina,111
Kikinda,78
Mitrovica,500
Kraljevo,192
Kruševac,163
Leskovac,228
Novi Pazar,477
Pljevlja,770
Požarevac,81
Senta,81
Smederevo,72
Smederevska Palanka,125
Sombor,90
Sremska Mitrovica,82
Užice,411
Vranje,487
Vršac,93
Zaječar,134
Cali,1018
Zrenjanin,76
Mar del Plata,38
Öland,55
Matamata,63
Haridwar,314
Larnaca,26
Hyderabad,13
Puerto Morelos,4
Tudela,264
Pedroche,618
Lethbridge,910
Benidorm,15
Srinagar,1585
Constitutional Province of Callao,5
Rijeka,0
Valldemossa,499
Verín,373
Gorzów Wielkopolski,19
Panjim,7
Arcot,194
Roi Et,150
Prince Albert,440
Santa Cruz de Tenerife,4
Ipoh,21
Munnar,1532
Ciudad Real,628
Ustka,3
Boonville,116
Uttara Kannada district,600
San Lorenzo de El Escorial,1032
Hula,900
Stromboli,924
Los Realejos,420
Mogán,253
La Mancha,610
Olivenza,327
Maya Bazar,92
Tekax,20
Ribeirão Preto,526
Illán de Vacas,480
Mangalore,22
Chonburi,50
Chillán,124
Hoeven,4
Whistler,670
Tarifa,7
Cuernavaca,1510
Tezpur,80
Sant Antoni de Portmany,31
Košice,206
Fort Kent,186
Florianópolis,3
Žilina,378
Nanaimo,28
Be'er-Sheva,260
Bat Yam,37
Kimberley,1184
Bhisho,435
Ouro Preto,1
Mangalagiri,43
Gandia,22
Jamshedpur,159
Ranchi,651
Maringá,515
Hudson's Hope,671
Kanniyakumari,60
Karlovy Vary,447
Sant Joan d'Alacant,40
Simancas,725
Scott Base,10
Celanova,530
Kladno,381
Tlacotalpan,10
Coquitlam,24
Safed (Tzfat),850
Rosh HaAyin,81
Canoga Park,243
Stonington,23
Huelva,54
Kirkland Lake,243
Malinalco,1740
Austerlitz,13
Nogales,1280
Arnprior,74
Saanich,23
Delta,10
Kamloops,345
Sherwood Park,729
Maple Ridge,294
St. Albert,689
Port Coquitlam,30
Drummondville,365
Moriyama,94
Caledonia,206
Victoriaville,148
Grande Prairie,650
Vernon,380
Penticton,344
Campbell River,24
Spruce Grove,709
Rotorua,280
Quesnel,474
Greater Sudbury,347
Moka,203
Madikeri,1170
Baltimore,26
Chatsworth,298
Kolhapur,545
Newport,16
